BHP,ULEZ,body,engine,fuel,mileage,owners,price,transmission,year,make,model,missing_BHP,sport,se,amg,tfsi,nav,tsi,tdi,premium,dci,m sport,sportback,edition,tech,crdi,tronic,cod,s line,bluetooth,leather,performance,2dr,3dr,4dr,5dr,dsg,speed,gti,gtd,gte,year_reg,age
136.0,Non-ULEZ,Coupe,1.5,Petrol,3012,2.0,29000,Automatic,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20 reg,0
136.0,ULEZ,Coupe,1.5,Petrol,10,2.0,22000,Manual,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20 reg,0
150.0,ULEZ,Convertible,2.0,Diesel,3121,2.0,28000,Automatic,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70 reg,0
190.0,ULEZ,Convertible,2.0,Diesel,10,2.0,27500,Manual,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70 reg,0
150.0,ULEZ,Convertible,2.0,Diesel,10,2.0,27500,Automatic,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70 reg,0
190.0,ULEZ,Convertible,2.0,Diesel,9879,2.0,26000,Automatic,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20 reg,0
190.0,ULEZ,Coupe,2.0,Diesel,10,2.0,34500,Automatic,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70 reg,0
190.0,ULEZ,Convertible,2.0,Diesel,10,2.0,29500,Automatic,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70 reg,0
136.0,ULEZ,Coupe,1.5,Petrol,2212,2.0,27500,Manual,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70 reg,0
190.0,ULEZ,Convertible,2.0,Diesel,10,2.0,35400,Automatic,2020,BMW,2-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70 reg,0
192.0,ULEZ,Saloon,3.0,Petrol,30000,2.0,22980,Automatic,2017,BMW,3-Series,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
188.0,ULEZ,Saloon,2.0,Diesel,79470,2.0,12499,Manual,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 reg,3
190.0,ULEZ,Saloon,2.0,Diesel,22843,2.0,19000,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
190.0,ULEZ,Saloon,2.0,Diesel,28148,2.0,15295,Manual,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
181.0,ULEZ,Saloon,2.0,Petrol,34274,2.0,12999,Manual,2017,BMW,3-Series,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 reg,3
148.0,ULEZ,Saloon,2.0,Diesel,36176,2.0,14690,Manual,2017,BMW,3-Series,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67 reg,3
252.0,ULEZ,Saloon,2.0,Hybrid ?? Petrol/Electric Plug-in,124395,2.0,11850,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17 reg,3
116.0,ULEZ,Saloon,2.0,Diesel,20970,2.0,14100,Automatic,2017,BMW,3-Series,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,67 reg,3
136.0,ULEZ,Saloon,1.5,Petrol,25684,2.0,12450,Manual,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
184.0,ULEZ,Saloon,2.0,Petrol,15539,2.0,16750,Manual,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
136.0,ULEZ,Estate,1.5,Petrol,37432,2.0,12860,Manual,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17 reg,3
192.0,ULEZ,Saloon,2.0,Petrol,15928,2.0,20750,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
150.0,ULEZ,Saloon,2.0,Diesel,21078,2.0,14000,Manual,2017,BMW,3-Series,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
192.0,ULEZ,Saloon,2.0,Petrol,14463,2.0,14980,Automatic,2017,BMW,3-Series,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
313.0,ULEZ,Estate,3.0,Diesel,47536,2.0,22500,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
252.0,ULEZ,Saloon,2.0,Hybrid ?? Petrol/Electric Plug-in,21469,2.0,18600,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
258.0,ULEZ,Saloon,3.0,Diesel,22506,2.0,19250,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
150.0,ULEZ,Saloon,2.0,Diesel,36679,2.0,14000,Manual,2017,BMW,3-Series,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
252.0,ULEZ,Saloon,2.0,Hybrid ?? Petrol/Electric Plug-in,22117,2.0,18975,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,38130,2.0,20000,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66 reg,3
190.0,ULEZ,Saloon,2.0,Diesel,40321,2.0,14050,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,67 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,29624,2.0,20500,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
136.0,ULEZ,Estate,1.5,Petrol,14928,2.0,14999,Manual,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
163.0,ULEZ,Saloon,2.0,Diesel,29713,2.0,13400,Manual,2017,BMW,3-Series,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,67 reg,3
252.0,ULEZ,Saloon,2.0,Hybrid ?? Petrol/Electric Plug-in,32586,2.0,16600,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66 reg,3
258.0,ULEZ,Saloon,3.0,Diesel,13747,2.0,21100,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
136.0,ULEZ,Estate,1.5,Petrol,75802,2.0,13000,Automatic,2017,BMW,3-Series,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,19789,2.0,21250,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
258.0,ULEZ,Saloon,3.0,Diesel,24833,2.0,17750,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,35526,2.0,20800,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,32764,2.0,20975,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
136.0,ULEZ,Estate,1.5,Petrol,25886,2.0,14825,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,35164,2.0,20500,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,67 reg,3
190.0,ULEZ,Saloon,2.0,Diesel,19876,2.0,18250,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17 reg,3
258.0,ULEZ,Saloon,3.0,Diesel,22713,2.0,17975,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
258.0,ULEZ,Saloon,3.0,Diesel,3699,2.0,20050,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
313.0,ULEZ,Estate,3.0,Diesel,40955,2.0,20900,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,20714,2.0,22300,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,47373,2.0,19250,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,43049,2.0,18575,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66 reg,3
258.0,ULEZ,Saloon,3.0,Diesel,16465,2.0,18450,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66 reg,3
258.0,ULEZ,Saloon,3.0,Diesel,10552,2.0,19750,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,27506,2.0,20225,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,29183,2.0,21600,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
258.0,ULEZ,Estate,3.0,Diesel,36504,2.0,22225,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
313.0,ULEZ,Saloon,3.0,Diesel,14892,2.0,22800,Automatic,2017,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
188.0,ULEZ,Saloon,2.0,Diesel,16123,2.0,17980,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 reg,2
192.0,ULEZ,Estate,2.0,Diesel,30609,2.0,14890,Automatic,2018,BMW,3-Series,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18 reg,2
192.0,ULEZ,Saloon,1.5,Petrol,9542,2.0,12980,Manual,2018,BMW,3-Series,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,2
192.0,ULEZ,Saloon,2.0,Petrol,17050,2.0,19500,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18 reg,2
190.0,ULEZ,Saloon,2.0,Diesel,25209,2.0,21750,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68 reg,2
192.0,ULEZ,Saloon,2.0,Petrol,11623,2.0,21500,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18 reg,2
184.0,ULEZ,Saloon,2.0,Petrol,15067,2.0,17475,Manual,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68 reg,2
190.0,ULEZ,Saloon,2.0,Diesel,16069,2.0,17300,Manual,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18 reg,2
252.0,ULEZ,Saloon,2.0,Hybrid ?? Petrol/Electric Plug-in,19436,2.0,16975,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18 reg,2
190.0,ULEZ,Saloon,2.0,Diesel,31775,2.0,16450,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,67 reg,2
190.0,ULEZ,Saloon,2.0,Diesel,36486,2.0,18375,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,67 reg,2
190.0,ULEZ,Estate,2.0,Diesel,33060,2.0,18900,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18 reg,2
190.0,ULEZ,Saloon,2.0,Diesel,21318,2.0,18775,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,68 reg,2
184.0,ULEZ,Saloon,2.0,Petrol,27064,2.0,17575,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18 reg,2
258.0,ULEZ,Estate,3.0,Diesel,35103,2.0,20400,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18 reg,2
306.0,ULEZ,Saloon,3.0,Diesel,36878,2.0,21900,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18 reg,2
190.0,ULEZ,Saloon,2.0,Diesel,24115,2.0,18600,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18 reg,2
184.0,ULEZ,Saloon,2.0,Petrol,33438,2.0,17250,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18 reg,2
190.0,ULEZ,Saloon,2.0,Diesel,35873,2.0,17425,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,68 reg,2
313.0,ULEZ,Saloon,3.0,Diesel,37800,2.0,20575,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18 reg,2
252.0,ULEZ,Saloon,2.0,Hybrid ?? Petrol/Electric Plug-in,29822,2.0,20000,Automatic,2018,BMW,3-Series,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18 reg,2
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,34799,2.0,14275,Automatic,2017,Lexus,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,22136,2.0,15925,Automatic,2017,Lexus,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,10561,2.0,16495,Automatic,2018,Lexus,CT,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 reg,2
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,15968,2.0,17995,Automatic,2018,Lexus,CT,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68 reg,2
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,4125,2.0,18495,Automatic,2019,Lexus,CT,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 reg,1
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,6792,2.0,20975,Automatic,2019,Lexus,CT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19 reg,1
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,10,2.0,21995,Automatic,2020,Lexus,CT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70 reg,0
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,10,2.0,21495,Automatic,2020,Lexus,CT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70 reg,0
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,10,2.0,21995,Automatic,2020,Lexus,CT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70 reg,0
134.0,ULEZ,Hatchback,1.8,Hybrid ?? Petrol/Electric,10,2.0,21495,Automatic,2020,Lexus,CT,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70 reg,0
155.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,28125,2.0,24995,Automatic,2017,Lexus,NX,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 reg,3
155.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,14621,2.0,24625,Automatic,2017,Lexus,NX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
155.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,20557,2.0,24225,Automatic,2017,Lexus,NX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
194.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,20751,2.0,27600,Automatic,2018,Lexus,NX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18 reg,2
194.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,26868,2.0,26075,Automatic,2018,Lexus,NX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68 reg,2
194.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,12942,2.0,29575,Automatic,2018,Lexus,NX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68 reg,2
194.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,14989,2.0,28495,Automatic,2019,Lexus,NX,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 reg,1
194.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,9000,2.0,29000,Automatic,2019,Lexus,NX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68 reg,1
194.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,2260,2.0,30495,Automatic,2019,Lexus,NX,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69 reg,1
194.0,ULEZ,SUV,2.5,Hybrid ?? Petrol/Electric,14633,2.0,28995,Automatic,2019,Lexus,NX,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69 reg,1
119.0,ULEZ,Saloon,2.2,Diesel,46084,2.0,10780,Manual,2017,Mazda,Mazda3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
118.0,ULEZ,Hatchback,2.0,Petrol,23833,2.0,10499,Manual,2017,Mazda,Mazda3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67 reg,3
119.0,ULEZ,Hatchback,2.0,Petrol,19616,2.0,11300,Manual,2017,Mazda,Mazda3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17 reg,3
148.0,ULEZ,Hatchback,2.2,Diesel,14143,2.0,13625,Automatic,2017,Mazda,Mazda3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
119.0,ULEZ,Hatchback,2.0,Petrol,28688,2.0,10990,Manual,2017,Mazda,Mazda3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
119.0,ULEZ,Hatchback,2.0,Petrol,30643,2.0,11700,Manual,2017,Mazda,Mazda3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
119.0,ULEZ,Hatchback,2.0,Petrol,15313,2.0,13950,Automatic,2017,Mazda,Mazda3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
119.0,ULEZ,Hatchback,2.0,Petrol,16118,2.0,12150,Manual,2017,Mazda,Mazda3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17 reg,3
119.0,ULEZ,Hatchback,2.0,Petrol,29000,2.0,10895,Manual,2017,Mazda,Mazda3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17 reg,3
119.0,ULEZ,Hatchback,2.0,Petrol,36250,2.0,11895,Manual,2017,Mazda,Mazda3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
119.0,ULEZ,Hatchback,2.0,Petrol,41930,2.0,11490,Manual,2018,Mazda,Mazda3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18 reg,2
119.0,ULEZ,Hatchback,2.0,Petrol,21546,2.0,12850,Manual,2018,Mazda,Mazda3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18 reg,2
163.0,ULEZ,Hatchback,2.0,Petrol,16453,2.0,13425,Manual,2018,Mazda,Mazda3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18 reg,2
119.0,ULEZ,Hatchback,2.0,Petrol,2872,2.0,18999,Automatic,2019,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
119.0,ULEZ,Hatchback,2.0,Petrol,1500,2.0,23990,Manual,2019,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
119.0,ULEZ,Hatchback,2.0,Petrol,5071,2.0,21990,Manual,2019,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
119.0,ULEZ,Hatchback,2.0,Petrol,3890,2.0,16995,Manual,2019,Mazda,Mazda3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
