BHP,ULEZ,body,engine,fuel,mileage,owners,price,transmission,year,make,model,missing_BHP,sport,se,amg,tfsi,nav,tsi,tdi,premium,dci,m sport,sportback,edition,tech,crdi,tronic,cod,s line,bluetooth,leather,performance,2dr,3dr,4dr,5dr,dsg,speed,gti,gtd,gte,year_reg,age
119.0,ULEZ,Hatchback,2.0,Petrol,5000,2.0,21495,Manual,2019,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
119.0,ULEZ,Hatchback,2.0,Petrol,5560,2.0,19495,Manual,2019,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
119.0,ULEZ,Saloon,2.0,Petrol,9000,2.0,20495,Manual,2019,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69 reg,1
119.0,ULEZ,Hatchback,2.0,Petrol,10000,2.0,18295,Manual,2019,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
119.0,ULEZ,Hatchback,2.0,Petrol,4641,2.0,23990,Manual,2020,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,0
119.0,ULEZ,Hatchback,2.0,Petrol,13000,2.0,19495,Manual,2020,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,0
119.0,ULEZ,Hatchback,2.0,Petrol,3000,2.0,19495,Manual,2020,Mazda,Mazda3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20 reg,0
143.0,ULEZ,Saloon,2.2,Diesel,96952,2.0,7999,Manual,2017,Mazda,Mazda6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66 reg,3
143.0,ULEZ,Saloon,2.2,Diesel,89989,2.0,8316,Manual,2017,Mazda,Mazda6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17 reg,3
148.0,ULEZ,Saloon,2.2,Diesel,36139,2.0,10975,Manual,2017,Mazda,Mazda6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,3
143.0,Non-ULEZ,Estate,2.0,Petrol,30500,2.0,12995,Manual,2017,Mazda,Mazda6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
143.0,ULEZ,Saloon,2.0,Petrol,13942,2.0,15425,Automatic,2018,Mazda,Mazda6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68 reg,2
143.0,ULEZ,Saloon,2.0,Petrol,15578,2.0,17490,Manual,2018,Mazda,Mazda6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18 reg,2
143.0,ULEZ,Saloon,2.0,Petrol,13797,2.0,14000,Automatic,2018,Mazda,Mazda6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,2
143.0,ULEZ,Saloon,2.0,Petrol,14850,2.0,13795,Manual,2018,Mazda,Mazda6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67 reg,2
143.0,ULEZ,Saloon,2.0,Petrol,31634,2.0,13300,Manual,2019,Mazda,Mazda6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68 reg,1
143.0,ULEZ,Saloon,2.2,Diesel,1482,2.0,21490,Manual,2019,Mazda,Mazda6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19 reg,1
143.0,ULEZ,Saloon,2.0,Petrol,6751,2.0,16075,Manual,2019,Mazda,Mazda6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19 reg,1
163.0,ULEZ,Estate,2.0,Petrol,12452,2.0,18200,Manual,2019,Mazda,Mazda6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68 reg,1
143.0,ULEZ,Saloon,2.0,Petrol,3473,2.0,16875,Manual,2019,Mazda,Mazda6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19 reg,1
143.0,ULEZ,Saloon,2.0,Petrol,6500,2.0,21995,Manual,2020,Mazda,Mazda6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69 reg,0
69.0,ULEZ,Hatchback,1.2,Petrol,13670,2.0,6490,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,18304,2.0,5995,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 reg,3
68.0,ULEZ,Hatchback,1.2,Petrol,64000,2.0,5995,Manual,2017,Fiat,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17 reg,3
68.0,ULEZ,Hatchback,1.2,Petrol,14981,2.0,7398,Manual,2017,Fiat,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,27409,2.0,6250,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,21799,2.0,7000,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,25268,2.0,7990,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,13904,2.0,7990,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,17767,2.0,7990,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,36076,2.0,7290,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67 reg,3
68.0,ULEZ,Hatchback,1.2,Petrol,21999,2.0,7991,Manual,2017,Fiat,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,10051,2.0,8190,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,12053,2.0,7275,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,35349,2.0,7000,Manual,2017,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67 reg,3
69.0,ULEZ,Hatchback,1.2,Petrol,28291,2.0,7500,Manual,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,18 reg,2
69.0,ULEZ,Hatchback,1.2,Petrol,19399,2.0,9490,Manual,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67 reg,2
69.0,ULEZ,Hatchback,1.2,Petrol,20950,2.0,7590,Manual,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67 reg,2
68.0,ULEZ,Hatchback,1.2,Petrol,14129,2.0,8500,Manual,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68 reg,2
68.0,ULEZ,Hatchback,1.2,Petrol,9470,2.0,9990,Automatic,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18 reg,2
68.0,ULEZ,Hatchback,1.2,Petrol,14409,2.0,8290,Manual,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68 reg,2
69.0,ULEZ,Hatchback,1.2,Petrol,21945,2.0,7475,Manual,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67 reg,2
68.0,ULEZ,Hatchback,1.2,Petrol,11218,2.0,8500,Manual,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,68 reg,2
69.0,ULEZ,Hatchback,1.2,Petrol,32030,2.0,7225,Manual,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18 reg,2
68.0,ULEZ,Hatchback,1.2,Petrol,4376,2.0,10990,Automatic,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68 reg,2
69.0,ULEZ,Hatchback,1.2,Petrol,12709,2.0,7950,Manual,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18 reg,2
68.0,ULEZ,Hatchback,1.2,Petrol,4927,2.0,10495,Automatic,2018,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68 reg,2
68.0,ULEZ,Hatchback,1.2,Petrol,6819,2.0,8990,Manual,2019,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19 reg,1
68.0,ULEZ,Hatchback,1.2,Petrol,12556,2.0,9480,Manual,2019,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69 reg,1
68.0,ULEZ,Hatchback,1.2,Petrol,30285,2.0,8125,Manual,2019,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19 reg,1
68.0,ULEZ,Hatchback,1.2,Petrol,15076,2.0,8625,Manual,2019,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19 reg,1
68.0,ULEZ,Hatchback,1.2,Petrol,23268,2.0,8375,Manual,2019,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19 reg,1
68.0,ULEZ,Hatchback,1.2,Petrol,16714,2.0,8700,Manual,2019,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19 reg,1
68.0,ULEZ,Hatchback,1.2,Petrol,983,2.0,11999,Automatic,2019,Fiat,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69 reg,1
68.0,ULEZ,Hatchback,1.2,Petrol,3616,2.0,9400,Manual,2019,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69 reg,1
68.0,ULEZ,Hatchback,1.2,Petrol,4571,2.0,11150,Automatic,2019,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19 reg,1
68.0,Non-ULEZ,Hatchback,1.2,Petrol,1459,2.0,12490,Manual,2020,Fiat,500,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69 reg,0
68.0,ULEZ,Hatchback,1.2,Petrol,5861,2.0,9400,Manual,2020,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69 reg,0
68.0,ULEZ,Hatchback,1.0,Petrol,1245,2.0,11990,Manual,2020,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20 reg,0
68.0,ULEZ,Hatchback,1.2,Petrol,4104,2.0,9299,Manual,2020,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69 reg,0
68.0,ULEZ,Hatchback,1.2,Petrol,5147,2.0,9299,Manual,2020,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69 reg,0
68.0,ULEZ,Hatchback,1.2,Petrol,7092,2.0,9100,Manual,2020,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69 reg,0
68.0,ULEZ,Hatchback,1.2,Petrol,3106,2.0,9275,Manual,2020,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69 reg,0
68.0,ULEZ,Hatchback,1.2,Petrol,5030,2.0,9225,Manual,2020,Fiat,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69 reg,0
118.0,ULEZ,SUV,1.0,Petrol,8523,2.0,12490,Manual,2018,Hyundai,Kona,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68 reg,2
118.0,ULEZ,SUV,1.0,Petrol,5105,2.0,12525,Manual,2018,Hyundai,Kona,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18 reg,2
118.0,ULEZ,SUV,1.0,Petrol,16377,2.0,14190,Manual,2018,Hyundai,Kona,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18 reg,2
118.0,ULEZ,SUV,1.0,Petrol,21036,2.0,12995,Manual,2018,Hyundai,Kona,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,2
118.0,ULEZ,SUV,1.0,Petrol,8412,2.0,15995,Manual,2018,Hyundai,Kona,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68 reg,2
201.0,ULEZ,SUV,0.0,Electric,23946,2.0,27125,Automatic,2018,Hyundai,Kona,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68 reg,2
118.0,ULEZ,SUV,1.6,Petrol,11842,2.0,18490,Automatic,2018,Hyundai,Kona,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68 reg,2
118.0,ULEZ,SUV,1.0,Petrol,9339,2.0,12999,Manual,2019,Hyundai,Kona,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,10855,2.0,14700,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,9013,2.0,13999,Manual,2019,Hyundai,Kona,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,18888,2.0,14150,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,9657,2.0,14700,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,13805,2.0,14500,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,11843,2.0,14700,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,17038,2.0,14325,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,13383,2.0,14525,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,16452,2.0,14300,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,12528,2.0,14600,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,14487,2.0,14500,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,17374,2.0,14275,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,12311,2.0,14650,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,16187,2.0,14375,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,19347,2.0,14025,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,16170,2.0,14325,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,14885,2.0,14400,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,15845,2.0,14425,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,15092,2.0,14250,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,17870,2.0,14275,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,18613,2.0,14150,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,12058,2.0,14625,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,16805,2.0,14350,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,14971,2.0,14325,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,18081,2.0,14200,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.0,Petrol,15678,2.0,14350,Manual,2019,Hyundai,Kona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,1
118.0,ULEZ,SUV,1.6,Hybrid ?? Petrol/Electric,2476,2.0,20790,Automatic,2020,Hyundai,Kona,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20 reg,0
118.0,ULEZ,SUV,1.6,Hybrid ?? Petrol/Electric,4956,2.0,24588,Automatic,2020,Hyundai,Kona,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20 reg,0
118.0,ULEZ,SUV,1.6,Hybrid ?? Petrol/Electric,2978,2.0,20790,Automatic,2020,Hyundai,Kona,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20 reg,0
118.0,ULEZ,SUV,1.6,Hybrid ?? Petrol/Electric,2625,2.0,26148,Automatic,2020,Hyundai,Kona,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70 reg,0
199.92,Non-ULEZ,SUV,0.0,Electric,6295,2.0,31890,Automatic,2020,Hyundai,Kona,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69 reg,0
114.0,ULEZ,SUV,1.7,Diesel,11067,2.0,13880,Manual,2017,Hyundai,Tucson,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 reg,3
130.0,ULEZ,SUV,1.7,Diesel,25200,2.0,15790,Automatic,2017,Hyundai,Tucson,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
130.0,ULEZ,SUV,1.6,Petrol,5200,2.0,13690,Manual,2017,Hyundai,Tucson,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
130.0,ULEZ,SUV,1.7,Diesel,12100,2.0,15790,Manual,2017,Hyundai,Tucson,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
114.0,ULEZ,SUV,1.7,Diesel,52869,2.0,11000,Manual,2017,Hyundai,Tucson,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67 reg,3
130.0,ULEZ,SUV,1.6,Petrol,23166,2.0,11890,Manual,2017,Hyundai,Tucson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
130.0,ULEZ,SUV,1.6,Petrol,28336,2.0,11650,Manual,2017,Hyundai,Tucson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17 reg,3
130.0,ULEZ,SUV,1.7,Diesel,10741,2.0,13000,Manual,2017,Hyundai,Tucson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
114.0,ULEZ,SUV,1.7,Diesel,24979,2.0,12499,Manual,2017,Hyundai,Tucson,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67 reg,3
130.0,ULEZ,SUV,1.7,Diesel,19900,2.0,13590,Manual,2017,Hyundai,Tucson,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
130.0,ULEZ,SUV,1.6,Petrol,18048,2.0,12000,Manual,2017,Hyundai,Tucson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
130.0,ULEZ,SUV,1.6,Petrol,20671,3.0,13190,Manual,2017,Hyundai,Tucson,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
130.0,ULEZ,SUV,1.7,Diesel,30752,2.0,10700,Manual,2017,Hyundai,Tucson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17 reg,3
130.0,ULEZ,SUV,1.6,Petrol,38188,2.0,11900,Manual,2017,Hyundai,Tucson,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67 reg,3
