BHP,ULEZ,body,engine,fuel,link,mileage,name,owners,price,transmission,year
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202011256460745,6819,Fiat 500 3dr Hat 1.2 69hp Lounge,,"??8,990",Manual,2019 (19 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202012227339067,12556,Fiat 500 1.2 LOUNGE 3d 69 BHP NIL DEPOSIT FINANCE AVAILABLE,,"??9,480",Manual,2019 (69 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202011306634747,30285,Fiat 500 1.2L S 8V 3dr,,"??8,125",Manual,2019 (19 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202011276551801,15076,Fiat 500 1.2L S 8V 3dr,,"??8,625",Manual,2019 (19 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202011296605008,23268,Fiat 500 1.2L S 8V 3dr,,"??8,375",Manual,2019 (19 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202012237367745,16714,Fiat 500 1.2L S 8V 3dr,,"??8,700",Manual,2019 (19 reg)
,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202010215260097,983,Fiat 500 1.2 8V Star Dualogic (s/s) 3dr,,"??11,999",Automatic,2019 (69 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202011246430568,3616,Fiat 500 1.2 8V Lounge (s/s) 3dr,,"??9,400",Manual,2019 (69 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202010084773568,4571,Fiat 500 1.2 Lounge 3dr Dualogic Bluetooth,,"??11,150",Automatic,2019 (19 reg)
,,Hatchback,1.2L,,https://www.autotrader.co.uk/car-details/202007091030271,1459,Fiat 500 Serie 8 Mild Hybrid Launch Edition 1.3 3dr,,"??12,490",Manual,2020 (69 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202012227332988,5861,Fiat 500 1.2L Lounge 8V 3dr,,"??9,400",Manual,2020 (69 reg)
68,ULEZ,Hatchback,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202004018820226,1245,Fiat 500 3dr Hat Mhev 1.0 70hp Lounge,,"??11,990",Manual,2020 (20 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202010074723380,4104,Fiat 500 1.2 Lounge 3dr,,"??9,299",Manual,2020 (69 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202012086907134,5147,Fiat 500 1.2 Lounge 3dr,,"??9,299",Manual,2020 (69 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202010205228455,7092,Fiat 500 1.2L Lounge 8V 3dr,,"??9,100",Manual,2020 (69 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202010205228451,3106,Fiat 500 1.2L Lounge 8V 3dr,,"??9,275",Manual,2020 (69 reg)
68,ULEZ,Hatchback,1.2L,Petrol,https://www.autotrader.co.uk/car-details/202010235340808,5030,Fiat 500 1.2L Lounge 8V 3dr,,"??9,225",Manual,2020 (69 reg)
,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012056810789,8523,Hyundai Kona 1.0 SE 5dr,,"??12,490",Manual,2018 (68 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202009093527966,5105,Hyundai Kona 1L SE Blue Drive T-GDi 5dr,,"??12,525",Manual,2018 (18 reg)
,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202011146122524,16377,Hyundai Kona 1.0T-GDi Premium Se 5dr,,"??14,190",Manual,2018 (18 reg)
,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202008021986304,21036,Hyundai Kona 1.0T GDi Blue Drive Premium 5dr,,"??12,995",Manual,2018 (67 reg)
,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202010094783973,8412,Hyundai Kona 1.0T GDi Blue Drive Premium SE 5dr,,"??15,995",Manual,2018 (68 reg)
201,ULEZ,SUV,,Electric,https://www.autotrader.co.uk/car-details/202011035757346,23946,Hyundai Kona Premium SE 5dr,,"??27,125",Automatic,2018 (68 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010094794147,11842,Hyundai Kona 1.6T GDi Blue Drive Premium GT 5dr 4WD DCT,,"??18,490",Automatic,2018 (68 reg)
,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012086900576,9339,Hyundai Kona 1.0T GDi Blue Drive SE 5dr,,"??12,999",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012187211461,10855,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,700",Manual,2019 (69 reg)
,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012147088706,9013,Hyundai Kona 1.0T GDi Blue Drive Premium 5dr,,"??13,999",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012127035313,18888,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,150",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202011045797053,9657,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,700",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012106967717,13805,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,500",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012147066906,11843,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,700",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012147088211,17038,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,325",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012036734678,13383,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,525",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012116995849,16452,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,300",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012177177656,12528,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,600",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012056798897,14487,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,500",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012096921155,17374,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,275",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012076851032,12311,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,650",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012056805049,16187,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,375",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202010175099698,19347,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,025",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012127030013,16170,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,325",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202011075903010,14885,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,400",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012086886907,15845,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,425",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202010195161396,15092,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,250",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012157109765,17870,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,275",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012127024346,18613,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,150",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012177195724,12058,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,625",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012076850741,16805,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,350",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202010255428861,14971,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,325",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012187240710,18081,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,200",Manual,2019 (69 reg)
118,ULEZ,SUV,1.0L,Petrol,https://www.autotrader.co.uk/car-details/202012127036496,15678,Hyundai Kona 1L Premium T-GDi 5dr,,"??14,350",Manual,2019 (69 reg)
,ULEZ,SUV,1.6L,Hybrid ?€? Petrol/Electric,https://www.autotrader.co.uk/car-details/202012187213501,2476,Hyundai Kona 1.6GDi Premium Hybrid 5dr Automatic,,"??20,790",Automatic,2020 (20 reg)
,ULEZ,SUV,1.6L,Hybrid ?€? Petrol/Electric,https://www.autotrader.co.uk/car-details/202008172576311,4956,Hyundai Kona 1.6 h-GDi Premium DCT (s/s) 5dr,,"??24,588",Automatic,2020 (20 reg)
,ULEZ,SUV,1.6L,Hybrid ?€? Petrol/Electric,https://www.autotrader.co.uk/car-details/202011166173075,2978,Hyundai Kona 1.6GDi Hybrid 141 Premium Automatic 5dr,,"??20,790",Automatic,2020 (20 reg)
,ULEZ,SUV,1.6L,Hybrid ?€? Petrol/Electric,https://www.autotrader.co.uk/car-details/202011196275872,2625,Hyundai Kona 1.6 GDi Hybrid Premium 5dr DCT,,"??26,148",Automatic,2020 (70 reg)
,,SUV,,Electric,https://www.autotrader.co.uk/car-details/202009013158766,6295,Hyundai Kona Electric Premium SE (204PS) 64kWh (7kW OBC) 5dr,,"??31,890",Automatic,2020 (69 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202009193954933,11067,Hyundai Tucson 1.7 CRDI SE NAV BLUE DRIVE 5d 114 BHP,,"??13,880",Manual,2017 (17 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011186233114,25200,Hyundai Tucson 1.7 CRDi Blue Drive Sport Edition DCT (s/s) 5dr,,"??15,790",Automatic,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012167154803,5200,Hyundai Tucson 1.6GDi Se Nav Blue Drive 5dr 2WD,,"??13,690",Manual,2017 (67 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011306614672,12100,Hyundai Tucson 1.7 CRDi Blue Drive Sport Edition (s/s) 5dr,,"??15,790",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202012227339289,52869,Hyundai Tucson 1.7 CRDI SE NAV BLUE DRIVE 5d 114 BHP CHEAPEST ?€?,,"??11,000",Manual,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011146122522,23166,Hyundai Tucson 1.6GDi Se Blue Drive 5dr 2WD,,"??11,890",Manual,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010295585504,28336,Hyundai Tucson 1.6 GDi Blue Drive SE 5dr 2WD Bluetooth,,"??11,650",Manual,2017 (17 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011246449353,10741,Hyundai Tucson 1.7 CRDi Blue Drive S 5dr 2WD Bluetooth,,"??13,000",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202012227341109,24979,Hyundai Tucson 1.7 CRDI SE NAV BLUE DRIVE 5d 114 BHP REAR ?€?,,"??12,499",Manual,2017 (67 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202009023205111,19900,Hyundai Tucson 1.7 CRDi Blue Drive SE Nav (s/s) 5dr,,"??13,590",Manual,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011126062885,18048,Hyundai Tucson 1.6 GDi Blue Drive S 5dr 2WD Bluetooth,,"??12,000",Manual,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011186238725,20671,Hyundai Tucson 1.6 GDi Blue Drive SE Nav 5dr 2WD,3,"??13,190",Manual,2017 (67 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010305607282,30752,Hyundai Tucson 1.7 CRDi Blue Drive S 5dr 2WD Bluetooth,,"??10,700",Manual,2017 (17 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012207266607,38188,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??11,900",Manual,2017 (67 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202009093496721,22080,Hyundai Tucson 1.7 CRDi Blue Drive SE 5dr 2WD,,"??12,166",Manual,2017 (17 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011055816126,30511,Hyundai Tucson 1.6 GDi Blue Drive SE 5dr 2WD Bluetooth,,"??12,000",Manual,2017 (67 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012197247959,27779,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??12,375",Manual,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011206326917,19169,Hyundai Tucson 1.6 GDi Blue Drive S 5dr 2WD,,"??11,799",Manual,2017 (67 reg)
,ULEZ,SUV,2.0L,Diesel,https://www.autotrader.co.uk/car-details/202012147090837,33700,Hyundai Tucson 2.0 CRDi Premium SE Auto 4WD 5dr,2,"??16,198",Automatic,2017 (17 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011015669860,26944,Hyundai Tucson 1.7L Premium Blue Drive CRDi 5dr,,"??14,000",Manual,2017 (17 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011246428541,18273,Hyundai Tucson 1.7 CRDi Blue Drive SE 5dr 2WD Bluetooth,,"??14,000",Manual,2017 (67 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011306614924,12600,Hyundai Tucson 1.7 CRDi Blue Drive SE Nav DCT (s/s) 5dr,,"??15,290",Automatic,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202009183883888,29436,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??12,475",Manual,2017 (17 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011236409609,48907,Hyundai Tucson 1.7 CRDi Blue Drive Premium 5dr 2WD Leather Seats,,"??13,300",Manual,2017 (17 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011276554594,14364,Hyundai Tucson 1.7 CRDi Blue Drive SE 5dr 2WD Bluetooth,,"??14,000",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202002257694283,14778,Hyundai Tucson 1.7L SE Blue Drive CRDi 5dr,,"??12,275",Manual,2017 (67 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010094796025,14925,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??12,975",Manual,2017 (67 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011136095315,23763,Hyundai Tucson 1.7 CRDi Blue Drive SE 5dr 2WD Bluetooth,,"??13,200",Manual,2017 (67 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010124917533,15037,Hyundai Tucson 1.7 CRDi Blue Drive SE 5dr 2WD DCT Bluetooth,,"??14,500",Automatic,2017 (67 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011306625947,15665,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??13,075",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010255404736,33122,Hyundai Tucson 1.7L SE Blue Drive CRDi 5dr,,"??11,900",Manual,2017 (17 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010285534614,14090,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??12,975",Manual,2017 (67 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010084772911,9909,Hyundai Tucson 1.7 CRDi Blue Drive S 5dr 2WD,,"??12,799",Manual,2017 (67 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011276554569,12745,Hyundai Tucson 1.7 CRDi Blue Drive SE 5dr 2WD Bluetooth,,"??14,000",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010024518437,25080,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??12,850",Manual,2017 (17 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010074711344,16132,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??13,375",Manual,2017 (17 reg)
139,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011176205557,12377,Hyundai Tucson 1.7 CRDI SE NAV BLUE DRIVE 5d 139 BHP DAB. ?€?,,"??15,000",Automatic,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010295585501,13368,Hyundai Tucson 1.6 GDi Blue Drive SE 5dr 2WD Bluetooth,,"??12,800",Manual,2017 (67 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012036742642,19916,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??12,800",Manual,2017 (67 reg)
139,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202012016666901,22357,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??14,250",Automatic,2017 (17 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202009284320555,31832,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??12,725",Manual,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202009304416663,27818,Hyundai Tucson 1.6 GDi Blue Drive SE 5dr 2WD Bluetooth,,"??11,700",Manual,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011126062889,17660,Hyundai Tucson 1.6 GDi Blue Drive SE 5dr 2WD Bluetooth,,"??13,000",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202009023199733,15164,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??13,300",Manual,2017 (17 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010305621527,19991,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??13,650",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010165088399,22557,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??13,000",Manual,2017 (17 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012217292033,26384,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??12,500",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010155033802,29656,Hyundai Tucson 1.7L Premium Blue Drive CRDi 5dr,,"??14,275",Manual,2017 (67 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012227327450,19500,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??12,900",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011105971657,25619,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??12,875",Manual,2017 (17 reg)
139,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011256465381,15645,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??15,075",Automatic,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011246445020,14592,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??13,975",Manual,2017 (67 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012026693419,24203,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??12,175",Manual,2017 (17 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011025691767,27162,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??13,200",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010134965971,23296,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??12,925",Manual,2017 (17 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010014466108,26365,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??12,800",Manual,2017 (17 reg)
139,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202012247383420,17616,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??15,050",Automatic,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010024532092,20644,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??13,100",Manual,2017 (17 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011256478701,24582,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??12,950",Manual,2017 (17 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012217296412,14362,Hyundai Tucson 1.6L SE Nav Blue Drive GDi 5dr,,"??13,175",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010064646874,20697,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??13,550",Manual,2017 (67 reg)
114,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202010215258216,17052,Hyundai Tucson 1.7L SE Nav Blue Drive CRDi 5dr,,"??13,700",Manual,2017 (67 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012106976127,30939,Hyundai Tucson 1.6 GDi Blue Drive SE Nav (s/s) 5dr,,"??11,899",Manual,2018 (18 reg)
175,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010124888887,40349,Hyundai Tucson 1.6L GO! SE T-GDi 5dr,,"??13,700",Manual,2018 (18 reg)
,ULEZ,SUV,1.7L,Diesel,https://www.autotrader.co.uk/car-details/202011176214718,14866,Hyundai Tucson 1.7 CRDi Blue Drive S 5dr 2WD,,"??12,799",Manual,2018 (18 reg)
113,ULEZ,SUV,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202009254178758,14338,Hyundai Tucson 1.6L SE Nav CRDi 5dr,,"??16,500",Manual,2018 (68 reg)
113,ULEZ,SUV,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202009254198983,10100,Hyundai Tucson 1.6L SE Nav CRDi 5dr,,"??16,900",Manual,2018 (68 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012086899626,4487,Hyundai Tucson 1.6L SE Nav GDi 5dr,,"??15,525",Manual,2018 (68 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012197263856,25935,Hyundai Tucson 1.6 GDI SE NAV 5d 130 BHP CHEAPEST LIKE FOR ?€?,,"??13,799",Manual,2019 (19 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202012117005434,5525,Hyundai Tucson 1.6 TGDi 177 N Line 5dr 2WD,,"??20,780",Manual,2019 (69 reg)
175,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010215279925,37767,Hyundai Tucson 1.6L SE Nav T-GDi 5dr,,"??14,950",Automatic,2019 (19 reg)
,ULEZ,SUV,1.6L,Hybrid ?€? Diesel/Electric,https://www.autotrader.co.uk/car-details/202001296703561,4961,Hyundai Tucson 1.6 CRDi 48V MHD 136 N Line 5dr 2WD DCT,,"??22,990",Automatic,2019 (69 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011236409696,12649,Hyundai Tucson 1.6 GDi SE Nav 5dr 2WD Satellite Navigation,,"??15,400",Manual,2019 (19 reg)
113,ULEZ,SUV,1.6L,Diesel,https://www.autotrader.co.uk/car-details/202010195161624,13341,Hyundai Tucson 1.6L Premium CRDi 5dr,,"??19,525",Manual,2019 (69 reg)
175,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202009183904221,21411,Hyundai Tucson 1.6L SE Nav T-GDi 5dr,,"??16,275",Automatic,2019 (19 reg)
,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010124895481,18673,Hyundai Tucson 1.6 TGDi 177 SE Nav 5dr 2WD DCT,,"??18,899",Automatic,2019 (69 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010275469422,16148,Hyundai Tucson 1.6L SE Nav GDi 5dr,,"??15,500",Manual,2019 (69 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202011045764961,13060,Hyundai Tucson 1.6L SE Nav GDi 5dr,,"??15,850",Manual,2019 (69 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010235350252,11366,Hyundai Tucson 1.6L SE Nav GDi 5dr,,"??16,000",Manual,2019 (69 reg)
130,ULEZ,SUV,1.6L,Petrol,https://www.autotrader.co.uk/car-details/202010205241765,20244,Hyundai Tucson 1.6L SE Nav GDi 5dr,,"??15,150",Manual,2019 (69 reg)
